period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
2,846,86,62,0,1,0,0,1,0
2,1402,73,47,0,1,0,0,1,0
2,2098,87,39,0,0,1,0,0,0
2,2299,75,54,0,1,0,0,1,0
2,2398,90,57,0,0,0,1,0,0
2,2563,73,45,1,1,0,0,1,0
2,2929,86,38,0,1,0,0,0,0
1,105,79,70,0,1,0,0,1,0
1,108,98,48,0,0,1,0,1,1
1,799,80,25,0,0,1,0,0,0
1,863,91,68,0,1,0,0,1,0
1,934,71,64,0,1,0,0,1,0
1,1390,93,50,0,0,1,0,1,1
1,1483,89,43,0,0,1,0,1,0
1,1553,87,64,0,0,0,1,1,0
1,1679,90,43,0,1,0,0,1,0
1,1835,89,52,0,0,0,1,1,0
1,1863,87,29,0,1,0,0,0,0
1,2072,78,26,0,0,1,0,0,0
1,2253,81,53,0,1,0,0,0,0
2,19,96,74,0,1,0,0,0,0
2,181,72,68,0,0,1,0,1,0
2,515,73,76,0,1,0,0,0,0
2,671,81,46,0,1,0,0,0,0
2,706,95,60,0,1,0,0,0,0
2,759,76,25,0,1,0,0,0,0
2,835,75,62,0,1,0,0,1,0
2,967,73,35,1,1,0,0,1,1
2,1295,70,32,0,1,0,0,0,0
2,1423,74,49,0,1,0,0,0,0
2,1751,81,82,0,0,1,0,0,0
2,1877,92,53,0,1,0,0,1,0
2,1915,79,45,0,1,0,0,0,0
2,2243,84,39,0,1,0,0,1,0
2,2321,74,51,0,1,0,0,0,0
2,2451,85,62,0,0,1,0,1,0
2,2570,90,52,0,1,0,0,0,0
2,2615,98,57,0,1,0,0,1,1
2,2802,98,33,0,0,1,0,0,0
1,264,81,37,0,1,0,0,1,0
1,444,91,57,0,0,1,0,1,0
1,686,73,65,0,1,0,0,0,0
1,820,76,62,0,1,0,0,1,0
1,1248,90,34,0,1,0,0,1,0
1,1730,97,63,0,1,0,0,1,0
1,1960,72,69,1,0,1,0,0,0
1,2091,74,64,0,1,0,0,1,0
1,2270,75,57,1,0,1,0,0,0
1,2406,90,43,0,0,0,1,1,0
1,2726,93,39,0,0,0,1,1,0
1,2764,88,62,0,1,0,0,1,0
