period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,2335,87,38,0,0,0,1,1,0
1,2554,93,52,0,0,0,1,1,0
2,74,78,60,0,0,1,0,1,0
2,466,76,43,0,1,0,0,0,0
2,700,90,65,0,1,0,0,1,0
2,765,92,43,0,0,0,1,1,0
2,1005,89,37,0,0,1,0,1,0
2,1233,80,53,0,1,0,0,0,0
2,1235,80,32,0,0,1,0,0,0
2,2132,80,65,0,0,1,0,0,0
2,2225,75,64,0,1,0,0,0,0
2,2364,75,65,0,1,0,0,0,0
2,2369,77,48,0,0,1,0,0,0
2,2705,80,61,0,0,1,0,0,0
2,2840,79,30,0,1,0,0,0,0
1,653,92,29,0,0,1,0,0,0
1,714,97,59,0,1,0,0,1,1
1,788,89,54,0,0,1,0,1,0
1,797,89,34,0,0,0,1,1,0
1,1088,78,24,0,0,1,0,0,0
1,1852,76,20,1,1,0,0,1,0
1,2119,93,44,0,0,0,1,1,0
1,2121,98,53,0,0,1,0,1,1
1,2544,92,53,0,0,0,1,1,0
1,2645,86,34,0,0,1,0,1,0
1,2762,71,39,0,1,0,0,1,0
2,276,83,61,0,0,1,0,1,0
2,846,89,61,0,1,0,0,1,0
2,962,93,46,0,0,0,1,1,0
2,1179,72,46,0,1,0,0,1,0
2,1514,88,70,0,0,1,0,1,0
2,1589,94,61,0,0,0,1,1,0
2,1719,76,67,0,1,0,0,1,0
2,2212,89,72,0,0,1,0,1,0
2,2424,92,51,0,0,0,1,1,0
2,2493,95,41,0,0,0,1,1,0
2,2578,83,30,0,0,1,0,1,0
2,2824,80,63,0,1,0,0,0,0
2,2828,94,75,0,1,0,0,1,0
2,2859,81,41,0,1,0,0,1,0
1,353,86,46,0,0,0,1,1,0
1,591,71,41,0,1,0,0,0,0
1,866,82,64,0,1,0,0,1,0
1,914,88,44,0,0,0,1,0,0
1,1002,77,47,0,1,0,0,0,0
1,1116,90,44,0,0,0,1,1,0
1,1671,82,67,0,1,0,0,0,0
1,2185,87,51,0,0,1,0,1,0
1,2194,70,42,0,1,0,0,0,0
1,2329,70,31,0,1,0,0,1,1
2,459,85,66,0,0,0,1,1,0
2,540,87,51,0,0,0,1,1,0
2,1182,91,25,0,0,1,0,1,0
2,1185,90,33,0,0,1,0,1,0
2,1187,97,39,0,1,0,0,1,1
2,1663,91,64,0,1,0,0,1,0
2,1959,89,27,0,0,0,1,1,0
2,2233,96,33,0,0,1,0,1,0
2,2277,74,61,0,1,0,0,1,1
2,2866,89,72,0,0,0,1,1,0
1,45,93,61,0,1,0,0,1,0
1,82,90,59,0,0,0,1,1,0
1,751,87,25,0,1,0,0,1,0
1,844,85,57,0,1,0,0,1,0
1,960,90,32,0,0,0,1,1,0
1,1041,79,45,0,0,1,0,1,0
1,1397,79,16,1,1,0,0,1,0
1,1424,97,40,0,0,1,0,1,0
1,1528,91,24,0,1,0,0,1,0
1,1705,73,40,1,1,0,0,1,0
1,1994,92,50,0,0,0,1,1,1
1,2163,90,38,0,0,0,1,1,0
1,2348,83,50,0,0,1,0,0,0
1,2449,90,53,0,0,1,0,1,0
2,733,94,35,0,0,1,0,1,0
2,806,78,77,0,0,1,0,0,0
2,1280,78,28,1,1,0,0,1,0
2,1306,72,58,0,1,0,0,1,0
2,1454,86,65,0,1,0,0,1,0
2,1491,90,42,0,0,0,1,1,0
2,1935,90,63,0,1,0,0,1,0
1,292,75,91,1,1,0,0,1,0
1,1264,70,71,0,1,0,0,1,0
1,1484,92,39,0,1,0,0,1,1
1,2031,71,36,0,0,1,0,0,0
1,2130,66,62,0,1,0,0,1,0
2,134,73,25,1,1,0,0,1,0
2,443,78,43,0,0,1,0,1,0
2,468,87,56,0,1,0,0,1,1
2,635,75,39,0,1,0,0,1,0
2,1266,89,46,0,0,0,1,1,0
2,1678,88,66,0,1,0,0,1,0
